Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
MQTT,publish:1:sensor/zone-20250616210241-471/equip-20250616210241-471/UA10H-REAL-24232787/temp,44,0,14,17.57601716301658,10.49947738647461,80.45196533203125,259.34090909090907,0.001746067156253438,0.0,14,15,15,16,24,43,80,80,80,80,80
MQTT,publish:1:sensor/zone-20250616210241-471/equip-20250616210241-471/UA10H-REAL-24232787/vibration,49,0,14,26.044743401663645,9.95016098022461,294.08931732177734,261.8979591836735,0.001944483878554965,0.0,14,15,16,18,50,77,290,290,290,290,290
MQTT,publish:1:sensor/zone-20250616210242-338/equip-20250616210242-338/UA10H-REAL-24289010/active_power,46,0,15,17.542932344519574,12.274980545043945,66.08963012695312,269.4782608695652,0.0018254338451740488,0.0,16,16,17,17,19,30,66,66,66,66,66
MQTT,publish:1:sensor/zone-20250616210242-338/equip-20250616210242-338/UA10H-REAL-24289010/humidity,38,0,15,24.06530631215949,10.806083679199219,204.82611656188965,261.89473684210526,0.0015079670894916056,0.0,15,16,16,17,19,170,200,200,200,200,200
MQTT,publish:1:sensor/zone-20250616210242-338/equip-20250616210242-338/UA10H-REAL-24289010/pressure,43,0,16,23.24280073476392,11.852025985717773,217.0393466949463,261.7674418604651,0.0017063838117931324,0.0,16,17,19,19,35,49,220,220,220,220,220
MQTT,publish:1:sensor/zone-20250616210242-338/equip-20250616210242-338/UA10H-REAL-24289010/reactive_power,36,0,16,21.60738574133979,12.5274658203125,68.90106201171875,271.6666666666667,0.0014286004005709947,0.0,16,17,18,18,51,62,69,69,69,69,69
MQTT,publish:1:sensor/zone-20250616210242-338/equip-20250616210242-338/UA10H-REAL-24289010/temp,44,0,16,22.245049476623535,12.272357940673828,193.8459873199463,259.3863636363636,0.001746067156253438,0.0,16,17,17,18,35,41,190,190,190,190,190
MQTT,publish:1:sensor/zone-20250616210242-338/equip-20250616210242-338/UA10H-REAL-24289010/vibration,46,0,15,22.44035575700843,11.487483978271484,163.0408763885498,261.9782608695652,0.0018254338451740488,0.0,15,16,17,17,20,84,160,160,160,160,160
MQTT,publish:1:sensor/zone-20250616210243-813/equip-20250616210243-813/UA10H-REAL-24086326/active_power,46,0,14,16.256772953531016,11.032819747924805,61.06758117675781,269.32608695652175,0.0018254338451740488,0.0,14,15,15,15,20,43,61,61,61,61,61
MQTT,publish:1:sensor/zone-20250616210243-813/equip-20250616210243-813/UA10H-REAL-24086326/humidity,41,0,13,26.927453715626786,10.089397430419922,275.91919898986816,261.9024390243902,0.0016270171228725218,0.0,13,14,15,17,34,52,280,280,280,280,280
